Author,Comment,sentiment_label
Hogzilla50,trudeau need to bring ubi back to the table and get it done,neutral
xristo702,i would say that torontonians re elected him at their own peril but most of toronto is chinese anyway so why would canada s landlords care what happens to this tax plantation excuse for a country,negative
SteelCom,thank god the conservative traitors will have to wait a few more years before they can rule the country under orders from washington,negative
ale xander,the canadian dictadorship,neutral
Ian Moss,i have lost hope in humanity,negative
Jacob Baker,conservatives with the popular vote by 2 and still a liberal win the riding system is ridiculous,negative
outcast,still the most like politician in canada,positive
IJN,this election doesn  t look good i didn  t elect this government,negative
coolbuddydude1,hopefully next election he is gone for good,negative
kakarotprime69,trudeau supporters are the dumbest people in canada already been fact checked,negative
Rita Aura,i did nt get a chance to vote but i m glad i did nt waste me time shake my head,negative
Adal Mandol,congratulations mister justin Celebration joyWell done good job approvalOkay approval correct,positive
G Pav,we here don  t care about his vanity election what a waste of tax dollars ,negative
Big Daddy,canada is full of vaccinated liberals  enough said,negative
Leena,nothing has changed here same result as the previous day still have a traitor at the helm a traitor to canadians that may have done i have no proof what biden did in the usa canadians know how arrogant and deceitful he is what was accomplished here our federal dollars wasted on a piece of sh  what a state we are in 2021,negative
IJN,lots of money was spent on the election so that we still get the same corrupt government why do we even vote in alberta for federal elections when we keep on getting thrown under the bus by the federal government,negative
B,it s not that surprising really  the conservative party once again was unable to address canadians and their concerns during their campaign instead they kept on attacking trudeau still have nt learned from 2015,negative
The Bardarian,can  t wait for the chinese social credit system to come into effect going to be so exciting to be told what to do and say all the time,positive
Heidi G,this was the most useless election ever i am appalled,negative
SGQ,this should have been a no brainer but i ve been wrong before least he did nt get majority we need a real leader not a trust fund kid,negative
my stuff seventyone,this should be investigated,negative
Peris Ndirangu,please do something about housing  it  s inflated,negative
philippe gagne,well another day another dollar back to work people let see how different our lives will be ,neutral
YoYeo,as far as ethically corrupt morally bankrupt sexually miscreant leaders go trudeau stands out in that crowd,negative
The Raven,i did nt really need a house anyway i guess ,negative
MightyVFX,i don  t understand why everyone is hating on him,negative
Douglas,so many sad trolls this morning  it makes my day,positive
dougツ,be honest i don  t want to voted any of parties as canadian our duty has to vote stand together,negative
ahbibi624,waste of money don  t know how you can come out and deliver such speech it  s a shame study your dad his intelligence his courage his sense to the macro environment,negative
Harry Potter the Camper,what an idiot if i could afford to move to the us i would,negative
Joe Feldkamp,well done canada way to strengthen a good administration and a good leader,positive
Commie Removal Unit A3OB,minority win for liberals nothing new  called an election at worst time in order to get the same result,negative
rk thunder,yeah you won a minority government and cost us a fortune doing so,negative
Pop Tmac,Canada one of the most safest progressive country in the world conservative hates him Extreme happiness laughter facewithmedicalmask,negative
Sawfish V,the older he gets more and more he looks like his father fidel like two eggs,neutral
Bombardier Recreational Products,good sad to see the republican  s oops i mean the conservatives did so well Distressed drained deep enjoyment we must stop emulating america and start looking to scandinavia for inspiration,negative
Cindy Russell,it puzzle me why a guy can paint artistpalette his face black 3 times and still has a job if it was you or i we would have been fired there goes the country again,negative
Dayne Babchishin,shows how sick our society is,negative
Io Szeged,the way our environment is being destroyed unchecked housing and rent increases  we are nt going to see another 4 years ,negative
Keegan Foster,wow i really really can not believe he won again it is rigged,negative
philippe gagne,do you hear me if i m not vaccinated,negative
rolo tomassi,pretty short skirt for a 46 year old,neutral
Stevie B,a sad day for all canadians everywheremay the lord have forgiveness on us all,negative
Savage,more inflation prices laughing out loud,negative
Peter,this legit is the most a prime minister has been confirmed with scandals and corruption but kids and feminist don  t care,negative
KT T,medical tyranny discrimination worthless charter stripping of civil liberties attacks on human rights will now continue courtesy of the re elected corrupt prime minister canada is now owned by big pharma,negative
Donna Blackwood,what a waste of money this election has been shame on trudope,negative
Ellen Sydney,we will have situation soon like in russia dictatorship with very strange prime minister,negative
Ready for the Retro,goodbye canada you are no longer a country for your own people you are a minority country have fun tearing each others throats out over who s more racist,negative
The awakening,if they can rig a global pandemic think they would nt rig another election,negative
Big Wrestling Fan,he did nt win anything this was a waste of time basically the same results as last time even the cbc host said this was a waste of time not much changed,negative
Darian Friesen,so much for it taking them  4 days to count the ballots ,negative
Trevor, our government is ready  hahaha,positive
marc st. laurent,welp canada is effed say good by to your freedom,negative
Alucinors,ugh at least it s not a majority thank merlin,negative
Good ONE,well at least this guy did nt get majority,negative
Dale Rose,never felt so  disappointed in my country not mad just disappointed,negative
Wendy Mckenzie,congratulations honourable prime minister we love you continue the good work you have been doing i pray that god blessing be upon you and family because you lead with empathy love understanding and class you make us proud to be canadian which you can not say about some other leaders around the world do nt worry about haters you got this i pray your son walk in your foot step as you did your dad looking forward for 4 more years HappyHappyHappyHappyLove affectionLove affectionLove affection,positive
Tianna Rose,Hysterical laughterHysterical laughter he  a just grinnin from ear to ear laughing out loud it  s so upsetting i 100 believe this election was rigged just like they stole the election from trump,negative
Brenda Stopek,so happy he won he took care of us during pandemic and is helping with child care god bless him,positive
Loyée Von,90 of you fools voted thinking this man is in control and you have no idea who s head of state governor general,negative
BeyondChange,how did he win again people actually voted him again,neutral
Erin Fenton,gag at the thought of him,neutral
Jean Banville,organised crime at his best,negative
XENIX NATION,who tf voted for him cause i know i didnt,negative
Reaper Mack,way to go clueless toronto and gta you have zero clue what you are voting for idiots,negative
Saoldric,everyone in my town hates this guy how did he get in again,negative
darien delaney,i didn  t vote for him liberal sell outs,negative
Roy Aver,well guess china will buy its last 50 of canada,neutral
Brian Cox,anyone know if the canadian taxpayer is still forking out for two nannies to raise trudeau s kids so that his overburdened wife does nt have to,neutral
philippe gagne,so trudeau is going to end a world pandemic and a world climate problem you chose well canada next he will walk on water Angelic innocent,positive
Canada Michelle,this is weird  how it s like us election,negative
Jack Alister,keep this clown out of western canada he  s not welcome here,negative
Maxim K,you do love him canadians do nt you,positive
Isaaccalvin Ndolelire,there  s no point of voting if trudea is gon na keep winning every time laughing out loud,negative
hyper hippie,soros put him there not the people this is a stolen election,negative
James Fowler,and the nightmare continues  somebody can wake me up anytime now,negative
Zach Clarke,there should be a ten year waiting period for immigrants voting in canada of course there gong to vote the party in the us bending over backwards for them,neutral
D Burkj,not even remotely possible without a fix bunch of shameful bs no self respecting canadian wanted a rerun of mr baloney,negative
Griffin the griffin,have you taken your 68th booster yet pfizer needs its profits,neutral
CH,just throwing up in my mouth right now total corruption no person in their right mind would vote for this lying thief,negative
philippe gagne,everyone in this room is vaccinated  and still wear a mask wake up people,neutral
Jeff The Ref,i do nt know 1 person who voted liberal  rigggggggggged,negative
HighMizai,how did such a goof win an election,negative
Al Yours,one big giant lie rigged  he stole that  man is hated everywhere in this country  how are we gon na get rid of him if he is able to hijack the elections now if you see what is going on in australia  this is what is coming here friends  matter of days a week or 2 at the most meanwhile china and russia are laughing their butts off,negative
lucky dhillon,dumbs complaining about the same results thats how it works he could have lost too most of the people ate cerb money and worked on cash same people were crying where is the vaccine now those geniuses are like we not taking the vaccine grow up people,negative
Jarod 144,drunkest speech he ever did,neutral
dalton blyth,funny how the we charity issues never once got brought up guess there isn  t accountability where it counts,negative
R Makki,proud to be canadian Applause,positive
Carson.T,as long as it  s not ppc i  m happy,positive
H.A.G.,bro this is definitely rigged,negative
the real coywolf,just waiting for someone to say that dominion voting machines are to blame,negative
Lovell Young,he is too hi on what ever,neutral
Will Jones,communism full speed ahead,negative
David Drane,funny  not one good comment ,negative
TN,youtube commenters bitching about everything think they represent all of canada be a good sport and just take the l i didn  t vote for trudeau by the way i don  t necessarily like him either but you guys literally just blame him for everything just because he doesn  t follow your political ideology but thats kinda how democracy works sometimes you lose,negative
RB,well a liberal minority is better than anything i suppose ,positive
canada1canada1,congrats jt every one love you in canada Canada or outside canada,positive
Faith&Connection,are people on here lying even with our election set up i don  t get how everyone is so vocal in hating him but he still wins,negative
M J,many hate him but he still won so weird,negative
linutre,shake my head  it s so surprising that after all the scandals the state of the economy and how he handles the covid 19  crisis  people still voted for him this news is so depressing 3 weeks until i get suspended for for exercising my constitutional rights to refuse the vaccine,negative
Jason Roberts,booooo booboo booooooo sell out they are preparing the world for the return of the devil through cern,negative
Algare Tube,justin trudeau makes canada Canada great again Hopeful good luck mediumdarkskintone,positive
LordSos91,look at the 2019 and 2021 numbers nothing changed and i find it hard to believe,negative
David Drane,anything trudeau has to do with  is corrupted  the numbers prove he did not win fairly a handful of supporters just like biden ,negative
White Knight,justin trudeau won 3 times called the election early i heard he was going to call another election in 18 months from now because he wants a majority government if he does that they probably won  t win any seats maybe two seats like what happened to the pcs along time ago i think it was back in 1993 that happened the progressive conservative party was down and out till 2000,neutral
Sisan Fregene,goes to show that these comment sections are just a loud minority,negative
Algare Tube,i voted ballotboxwithballot for justin trudeau and he won Hopeful good luck mediumdarkskintone Hopeful good luck mediumdarkskintone Glowing beaming happy,positive
Corben Edward,trying to pronounce the names of people who support this guy is ming boggling,negative
theylied1776,excellent exactly as i planned,positive
StonedViper,what do you expect when billions of dollars are given to the media,negative
Dazzling Cheek-buster,we are absolutely doomed we the people need to have a sit down canada why did you pick this man canada just drove itself into the garbage no coming back anyhow 4 more years of a blackface joker leading the sheep ewe right into the fire look i stood there to see what this party had yup not a single white person in the group thanks canada,negative
Justin Golf,rigged he definitely cheated whole country hates the scrub we all knew this was coming,negative
Kevin Hill,you get what you vote for canadian voters are nt any smarter than american voters people have gotten used to being led around by the dumbest person in the room what a waste of taxpayer dollars all the candidates were nt worthy of our vote trudeau is thankful he saved his india costume for when he visits jagmeet singh for help in the future,negative
Stephane Groulx,10 a litter for gas  makes me feel all warm and fuzzy inside,positive
Leticia Evangelista,congratulation primeminister trudeau i votedfor you god bless,positive
Fab T,rigged and phoney trudeau is a joke i  m embarrassed to be canadian,negative
beeswax,600 million aannd it s gone,negative
Sophie Collins,i am 10 now i will never be able to afford a home were i live,negative
jeanalex duguay,i know community guidelines may not allow it but he can go where the sun dont shine if you know what i mean,neutral
Stephane Groulx,lock downs and masks  ohhhhh yeaahhhhhh,neutral
Jason Roberts,wow what a shocker after what happen in america and what they got away with hard to believe this guy wonhes heckled screamed and shunned everywhere he goes he sold us out all the world leaders know the devil anti christ spirit is here or shortly will b and all are inline with him  joke,negative
Dom,as it turns out youtube comments sections do nt have sway over canadians seems like a ton of wasted energy personally trudeau is nt my guy but neither is the oldtoole it s the better outcome for the country,negative
Mr. 10 Dollars,a great win for free speech and diversity trudeau is the best prime minister of canada ever,positive
alex la roque,in a democracy you get the government you deserve canada you made this sandwich now eat it,neutral
Shane Pye,hopefully there are  mostly peaceful protests  across canada,positive
Cliff Konkle,voting is all a scam to make people believe that they have some kind of say and power but we do nt how long will we keep falling for this sh t,negative
OsamaBinLooney,quebec and ontario alone pretty much decide the votei did nt even bother voting where i live,negative
Bing X, no one is left behind   unless you are not fully corporated by his order ,neutral
Amogus,not one liberal sign on any house in my riding,neutral
Death Mond,broken false elections just like biden in the usa chosen by our overlords not the people,negative
John Costa,waste of 600 million dollars,negative
Luke Procter,well that was a waste of 600 million  maybe all those who got reelected should repay the taxpayer with the biggest portion coming from trudeau,negative
Doug Ross,they shut down the voice of maxime bernier then say canadians have spokenwhat a crock of manure,negative
The awakening,yeah right dominion voting remember when biden won,neutral
Bobbie Dylan,thanks gta Drunk dazed confused,positive
John Pajestka,wow really voted him in again,neutral
colorado springs,ca nt believe people vote for this guy he is turning canada into china,negative
Lorene Keable,liberal love justin trudeaui have never voted my entire life,positive
Bobbie Dylan,600 million of our tax dollars for the same result as a born raised canadian i can honestly say i  m ashamed of our people they  re so compliant it  s disgusting the uk australia and so on are literally fighting the system meanwhile our people cheer it i  m leaving this sh those country as soon as possible,negative
Sky Guy,this man must resign he blew another 600 million dollars for no reason from sunday to monday it  s a carbon copy and we all knew it was going to play that way look at this clown he is   acting   had if he won a majority,negative
Nina Z,he is here to cancel those who are unvaxxed the election was rigged no one wants him  people demonstrated clearly in real life that they are angry and displeased with him why does nt he just leave the office,negative
Gord Mac,a 610 million waste of time just to try to satisfy the air heads ego still a minority which is good the least of two evils with this twit apms,negative
lilwebber 66,my country is full of brainwashed idiots you will reap what you sew,negative
Antonio Bertone,god help us  please get rid of this idiot,negative
Chicken Lickin,how much did justin s ego cost canadians this month 610 million for the election 61 million for the emergency media funding i wonder what else his ego cost canadians but we do nt know about it yet,negative
Kien Tran,600 million later  nothing has changed except we got this clown for a prime minister for another 34,negative
Cora Alfonso,hopefully seniors will be taken care and health care will be much better esp the eye care,positive
jeny tr,congratulation mr trudeau i m very happy for you and your family s iii well alway be your supporter,positive
Alain Archambault,went through all of this and for what the same status quo as before a liberal minority government what was the point of it i was nt personally against trudeau but for this one complaint the party platforms did nt ring a bell with me indeed the pc platform just seemed too jingoistic to me and depended on too many outside factors in short like last time i just voted for our local representative gord johns,negative
Hockey 2007,anyone who voted liberal should be ashamed of themselves  i just do nt understand how anyone could vote for such a corrupted government next time please do some research before voting,negative
Moni Ho,never read comments i thought he wouldnt win because of the comments i read,negative
Alexander Smith,liberal voters are enemies i will break any personal or professional ties with anyone who voted for him you disgusting enemies of this country,negative
Angelina Oleksenko,oh boy tired to see these actors or clones like always fake news just lies lies god have the last words to be continue,negative
Cliff Konkle,f ck this guy makes me sick everyone falling for the lies again,negative
S K Buydens,great another 4 years potentially of a systemic liar just ask his former justice minister,negative
Robert Kessler,hahahahahahahaha he has the magic wand called fraud hahahahahahah i knew it i saw liberlas going door to door asking if i vote liberals laughing out loud what a joke is canadian election the corruption capital of the world,negative
Rogers Admin,it s a sad day for canadains sayy by by to you freedoms and rights,negative
Jush,i thought people were smarter than this unbelievable get ready for your all digital all china made future,negative
Brian Oglow,we can  t gather in our homes yet this is allowed,negative
gordon besancon,the only thing that made him win was the millions he gave to people in relief over covid he bought his election,positive
DefendChunky ,trudeau get the natives fresh water you rich boy,negative
Diana Dangas,i don  t feel bad for canadians that allowed this corporation to happen i feel bad for the veterans that waisted their lives defending a country that is ungreatful for all they sacrificed,negative
Tea Requiem,liberals set up pencils at our voting booths pencils pencils it s like they were screaming  we ll cheat and change your vote ,negative
Cora Alfonso,congratulations prime minister trudeau,positive
evelyn evelyn,looks like a biden rally of a circle of 7  this is why he flood s the country with immigrants  they re votes,negative
Jason Greene,like the past american election stolenhow does he keep winning,neutral
Beth Morrison,he mentioned everything except the unvaxed,neutral
stove08,how did this loser get back into parliament is it just me or is every video like this getting more thumbs down than up,negative
Meron Haile,what was the point for the election ballotboxwithballot it is different year with the same she t,negative
RedTurboMr2,what the f ck is wrong with canada,negative
igloo productions,another cheated election big surprise,negative
ap0lmc,trudeau is a traitor he forced the canadian armed forces to train chinese army in winter warfare and to train fighter pilots,negative
Boyce5'9,for anyone whiny the incumbent always wins unless his name is trump,neutral
thenumber1Doc,the only service trudeau does is for himself and his friends he is a proven unethical crook 3 times already i can only despair when i think about how many times he got away with it,negative
Mandate Madness,you don  t speak for me trudeau canadians who voted for you need their heads read,negative
Jack Warner,a lot of maliciously arrogant 600m dollar squealers got put in their place tonight i am happy no money can be worth more than deserved karma for bad behaviour,negative
BbAa,well there you go canada expect to get more corruption in the country more debt h igher taxes and broken promises and more division i ve lost all faith in this country,negative
Michael LeBreton,puke that phony closing statement,negative
Nexus Clarum,the only way forward is fascism,negative
mikloszrinyi,rip dominion of canada the apathetic irresponsible electorate do not seem to care about getting taxed to death bullied by the health dictatorship and so on you have had 2 chances and for sure you will also enthusiastically vote for the beast s mark when that time comes by then god will not help you,negative
Billy Kidd,canada the laughing stock of the worldguess he is our version of biden ,negative
MoeCamera,you voted for him now just watch he will enter the county into another lockdown shake my head,negative
Ali Munawar,liberals need more presence on social media to establish their vision,neutral
Jamie Siple,as you voted that all counts as for the federal political will do nothing again as they always do and go on vacation or say regular canadian are bad people,negative
Beth Morrison,why are they not social distancing thought that was one of the big things trudeau went on about and are these people vaccinated hmmm makes you wonder,neutral
Chris Flood,this seat system needs to be abolished,negative
Boii Villa,if you think  you re better than the prime minister  why do nt you run for the position,negative
mikloszrinyi,if two thousand gave him thumbs down thy did the apathetic not come out to vote to ensure a more acceptable result,neutral
GiantArt Productions.,don  t call it a rake it  s the future you chose,neutral
Korky,we are living in a tyrannical nightmare ,negative
Quarter Pounder,i do nt personally know even one person who voted for trudeau but countless that picked otoole out of spite rigged election,negative
thenumber1Doc,this canadian is in a state of despair had to be  fortified  everyone i know can  t stand trudeau,negative
Rabi Timsina,congratulation justin trudeu ours lovly prime minister canadian continu get soport from government,positive
Butler- MacDonald,rip canada 18672021you were a good country to live in for most of my life ,positive
Carni Kira,heads are going to roll very soon communist part of canada,negative
James Sawkins,i think if you ca nt keep your promise within the first year you are voted out that should be a law,negative
Barb McBride,i see there are a lot of whiny babies commenting on here,negative
Holden Gatz,cant beleive we are stuck with this goof again i m ashamed to be canadian today,negative
Vash,trucastro dictatorship we preach unity while actively creating division no papers no job,negative
Garry Dobbie,i have nt felt this sick since 2019 wait was it 2015 anyway how is this possible do people actually know what is happening in canada these days four more years of justin trump,negative
Zam Zamar,you r good man justin may allah help you more for ur right path,positive
Daniel,nobody can move anymore this guy he uses your money to buy a part of society the rest of it is too blind too dumb to understand totally uninterested in the future of their families this sounds tragic but this is the day canada died,negative
James Sawkins,are you going to keep your promise this time cuz you ca nt seem to keep it the last time,negative
Mister Weezul,the earthy foam epidemiologically arrange because spain cosmetically travel round a outgoing cirrus aspiring aberrant hacksaw,neutral
Marifer Arango,imposible this guy cheated there is o way,negative
Coco Worldwide Original,read the comments on every video about this man and please explain to me how he won,negative
iCeyKingdom,my guy said job instead of travail but then again it is a slang but are they suppose to be professional,neutral
James Sawkins,nice put us in an even worse economical crash than 08 is coming because of you,negative
Daniel Norman,the way our elections work with seats instead of pure votes is the problem it gives all the power too one part of canada while the other sides barely make a difference,negative
Yellow Nerf,again the like to dislike ratio paints a story,negative
Nine Niki,what a surprise what was point of this election anyway oh yeah illusion of democracy too bad population here full of idiots that think that they the one making decisions for themselves,negative
Big Red,alberta bc sk my will now separate,neutral
iCeyKingdom,to all the people who do nt have the vaccine i m praying for you because trudeau will ruin your lives,negative
Tony,too many idiots in this country,negative
NiijimaD7,why don  t we have an 8 year limit like the states this clown is making me sick,negative
Mottahead,more than 600 million canadian dollars spent for what for nothing,negative
Colin Mackay,we need to wake up in canada i m a vet i do nt think i need to say anything else to tell you why i hate this man,negative
Ula Szkolka,fascism communism corruption murderer won congratulation poor brainwashed people fraud fraud fraud,negative
Vanderlin,the sheep of canada vote trudeau back in again it honestly boggles my mind thumbsdownlightskintone,negative
The Darkwolf,well canada you wanted this  16 trillion in debt centralized authoritarianism and you gave him a blank check for the next wave of political corruption,negative
Jenuin Frog Man Styles - 803 Garage,i read the comments i didn  t see any in support hmm Ponder question,neutral
The Fire Dragon,the conservatives are too foolish to realize this is a popularity contest most women do nt care about politics but will vote for trudeau because  he s soooo pretty  the conservatives need to find the tallest most model looking person in their party who still has a functional brain it s just a sad reality,negative
Cam Era,i think this was determined before the election even began,neutral
joe schmo,people this was not a waste of time this is gon na be used as his  see this is what canadians wanted  bs and justify basically removal of all  nevermind i am so sickened right now,negative
VonB,people hte changes in crisis time pandemic normal he stays in power the opposition was weak although conservative spreading in the east while libral set more foot in the west is interesting the conservative and liberals are really the 2 options we have,neutral
joe dirt,funny what 5 million mail in ballots will get you,negative
Hailstone,alberta is crying early today,negative
Fish. Keep. Love.,only justin trudeau can spend 600million to lose ten seats and consider it a victoryedit after reinvestigating the numbers it looks like he spent 600m on getting almost the exact same parliament,neutral
Linda Taylor,wow he couldn  t even get off of his bus to campaign because he is so hated clearly he cheated,negative
Zach Fitterer,i do not know who is voting liberal Hysterical laughter your literally voting for life to be harder cost of living is at a all time high inflation is skyrocketing laughing out loud  what a joke people in canada are such sheep politically,negative
RunForPeace 2020,a victory but it really a victory keep begging the ndp to work with you to keep you guys in check Hysterical laughterOkay approval correct mediumlightskintone,positive
Peter Rivney,one drone one shell the election was fixed or he spent a lot of money paying people off or trading votes for bringing people into canada from other countries i can see canada is going to be like the united states now  the people of united states can drive here but we can not drive there what s happening are they allowed to bring covic here and keep it going ,negative
Andrew Delcasale,the guy buys his votes with bringing in all the immagrents he will never lose his power,neutral
joe schmo,yup more downvotes than up yet troudoh won i do nt believe it for a sec,negative
Kazi Fizunnessa Rifat,heartiest congratulations,positive
Nicolas Salazar,600 million dollars burnt during the recovery phase from a global pandemic ,negative
Movie Watcher,looks like all the people throwing insults at trudeau during the campaign actually paid off for trudeau good job liberals a majority would have been great but another minority working with the ndp will do,positive
Theresa Amaral C. Souza,this election has confirmed that it worked in your favour ohhhh yeah you  ll work alright,positive
Cindy Sebryk,all liberal voters chose a man who lies what does that say about liberals vote in the liar so you can manipulate millions of canadians did not choose him but he will force all canadians to do what the liberals want,negative
luke,here we go again he is the best choice for canada Canada and people were spoken lots of canadians blame federal government and they should blame provincial government just look at alberta and ontario,positive
Matt Swift,honestly trudeau  worst time to call an election and for what another minority goodness that 600 million could have gone towards oh i do nt know affordable housing,negative
Colin M,make no mistake this is a defeat tyranny will not win disgusting little slimeball soulless and having his strings pulled,negative
jolanta szaniawska,600 millions dollars lost  shame of you sir look around how many canadians suffer ,negative
Eightys_style,1 province should equal 1 point,neutral
victor ziebenhaus,biden and trudeau its like dumb and dumber made a new movie,negative
Zachary Taylor,unfortunately canada has no good moderate leftlibertarian party you have right libertarian and left authoritarian,negative
Foster Cobbold,just wondering if dominion counted the votes laughing out loud,neutral
Nick V.,we are doomed canada shame on you,negative
Sharon Otto,trudeau called for an election cause it was rigged to win for him spent 600 million on this election instead of giving help to the canadian people to help them get back on their feet but trudeau wants everything to fall he  s an idiot,negative
Sinatra Smoke,why are people so unethical and immoral there is no reason why this monster should have won,negative
TheSynasonic,people asking why money was wasted with the election seem to forget that the conservative party was egging him on for months leading up to it insisting that the liberals were ill fit so he called an election just like they wanted i the liberals didn  t want to call an election educate yourselves on the happenings before hopping on a band wagon,negative
monkeytube138,i ll bet 95 of people rage posting here could nt even tell you what kind of political system we have in canada and would just scream  corrupt   dictatorship  or  communist  if you asked i m not happy with this result either but just because i do nt like it does nt mean it s rigged,negative
J.G One for all ALL for ONE,god save canadasocialist justin againso 30 000 muslims every month again and taxes for everything up and up,negative
karce1981,just like the liberal party this video lost the popular vote,negative
tom buckle,canada is down bad for another 4 years good job voting idiots,negative
Mukie Muk,just shows you how many morons we have in canada,negative
Zakariya Bin Hussein boy,who tranlet me what he saying priminesta tarduuu guy s,neutral
TechBuRn,end first past the post electoral reform now like you promised,neutral
Charles B,time for the west to take a stand this is not a untied country if you voted liberal you are an enemy of canadians,negative
great like elvis eh,nobody can burn through 600 million dollars in 35 days oh wait ,negative
Emotikon Army,only reason he called for this election is cuz he wanted to convince canadians that he is the better choice after all the hate against him there is no way he won legitimately ,negative
Dex Lab,id love to see a study on how much of the liberals votes were out of circumstance rather than confidence in the party,neutral
Tony Fox,hollow victory when only 10 percent of the canadian population voted for you trudope,negative
Chris UK,justin trudeau is smart he declared elections as soon as the taliban took over afghanistan he brought a lot of refugees from afghanistan to earn their votes it  s a smart move canada should thank quebec or else liberals would be majority,positive
DIANA BELPULZO,he tamperd with votes like trump,negative
Brooksi,i did nt vote for him everyone i know was undecided it was all vague bullcrap coming out of all of them,negative
knessi ng,ontario did it again  voted in this clown again while the majority of canada rejected turdeau,negative
Sword of ManticorE,this traitor stabs you in the back then promises voters a band aid to stop the bleeding if he is elected i do nt blame trudeau voters i blame the pcs otool is weak and the pcs have no one capable of showing true strength,negative
Ron Hilton,this is a devastating loss for all canadians rip canada,negative
Omar Samad,this guy s ego is through the roof,negative
Dylan TheFlame,get bitcoin to 100k buy the dip,positive
Etigress,there are canadians who were born here and lived here their entire lives and are struggling for a job and a home but all the immigrants and refugees he brings in get that handed to them not cool justin,negative
daveh16,pencils used to check off the ballots  no cheating at all suspected,neutral
Biniam Demissew,i love him truely justin trudead,positive
Ching Bong Bing,the chick in green could get it,positive
Waqas Latif,congratulations justin trudeau seem brigther future of canada Celebration successCelebration success,positive
AFCsteel,never going to beat trudeau when the opposition is trudeaulite,negative
JB,after all the scandals and money he s thrown around and the two michaels still imprisoned and 12 trillion dollars out the window plus 650 million for this snap election people still voted him in wow,negative
Seb M,who in their right mind still votes for him,negative
Seoul Stroll,i want to see jake paul vs justin trudeau next,neutral
chaddy60,congrats justin canadians have returned you to lead this great country once again,positive
BlazeNAmber,not much hope for canada at this point more takers than givers will not end well as we have already seen say hello to record prices on everything,negative
Zachary Taylor,taking province tally here alberta,neutral
Alpha Wolf,what happened to the mail in votes,neutral
L Miyagishima,wow  i am so happy the liberals won as i have said before i love justin trudeau,positive
Live life Through Allah,you like it or not he still the premier minister of canada however i really thought he was going lose this time but Approval verification i guess not6 years on the road Fun joking cheekyFun joking cheekyFun joking cheeky,neutral
Aloevera Toronto,hahahah you guys disgust us clownface clownface clownface clownface clownface there goes 600000000 for what goofing aroundExtreme happiness laughterExtreme happiness laughterExtreme happiness laughter,negative
FrankTheTank,i can  t believe people voted for him just wow all brainwashed,negative
Anna,can someone translate what hes saying to me,negative
Frank Bauer,not him again maybe 10 million more refugees and immigrants f they are all over f trudeau,negative
CobraARMS2,toronto and montreal carried the whole election,neutral
Aaron Daniels,anyone else think it  s weird that no one wants him but he still got voted in or how whenever conservatives or any other party got a vote my tv anyways i do not know about others would glitch and freeze also how can there be  estimates  before the election even began and he somehow ends up winning somthing is fishy but now we going to be like russia and other communist countries we  re headed there for sure that  s for sure,negative
mIm mlm,can bitcoin go to 100k already so my 500 gets to 1000 already that s all i care about,positive
anthony flett,everyone bitching about justin for many years ,negative
Gemini JD,canada rejects the right yet again let the tears start flowing laughing out loud,negative
Ben Elkinne,i think sophie voted green,neutral
RS,can we get some quick voting statistics please like the comment s below which apply to you,neutral
xxdarkslayer lord,dictator justin castro prime minister for life until death  good job ontario and quebec Disgust nauseaDisgust ugly physical illness,negative
TayR0C,600 mill for a pointless election oh wait he paid 650 million to bribe all of the mainstream media brainwashing millions of idiots goodbye canada it s chinada nowwelcome to communism canada good job toronto he will be our dictator until he dies of old age just like his real father a href  pretending to care about middle class families he s literally destroying the middle class that s what pinkos do,negative
Sergey Catharsis,what about social distance,neutral
Wendy Hardin,i seriously want puke Disgust ugly physical illness this is going to get bad very bad,negative
MUSIKNACK,my goodness this guy is an idiot what a pointless election total waste of tax layers money,negative
Chadzilla,canadians have spoken what  most did nt vote because most canadian s did nt know about the ppc remember man our fathers fought against tyrants and communist and have died for freedom i m with you my brothers Strength fitness,negative
Luc Faria,in most country elect head of state are allowed two terms to minimized foul play we are now like russia welcome trudeau dictatorship,negative
fritz fritco,its time the people rise up and through bigger rocks,neutral
Lew Scagnetti,spending 650m tax payer dollars with the same result very productive could have built 3 new hospitals that we so desperately need but let s have an election 1,negative
C Y,its proves every person voted for lacks common sense and is a waste of human resources i,negative
Karl Nietzschmann,canadians keep rewarding evil politicians too bad the wrong trudeau drowned in that avalanche,negative
Hamilton Reacts,love him or hate him i will always support justin trudeau  other candidates are not as progressive as justin trudeau  edit i will vote for him 100 times if that is possible ,positive
Canadian Kid,libtards everywhere trump 2024,negative
S Wesley Harris,fake election real rigged selection,negative
Xolotl,congrats to canada s favorite blackface prime minister,positive
gabriel szarose,their leader not canada s he has conned his way again refusing to move to his beloved china,negative
Dee Bee,just like the amican election i do nt buy this for one second trudy ur gon na have alot of angry canadians to face in the very near future,negative
Chris mayer,two minority governments in a row he should resign,negative
Dustin Mcparland,he  s such a amazing man god bless him,positive
@AngelaKnox,very impressive in a pandemic when our economy is in great trouble that mister trudeau would waste over 600 million dollars how embarrassing,negative
mandeep Kaur,trudo sir is the very best prime minister in the worldi am so happyCelebration birthdayRomance a special occasion,positive
Penny and Sylvester,this country is in big trouble get ready for the great reset,negative
